Latitude,Longitude,Altitude
58.3417855,25.568680333333333,63.1
58.341784833333335,25.568677666666666,63.1
58.34178416666666,25.568675,63.1
58.3417835,25.5686725,63.1
58.34178266666667,25.56867,63.1
58.341782,25.568667333333334,63.1
58.341781166666664,25.568664833333333,63.1
58.34178033333333,25.568662333333332,63.1
58.34177966666667,25.568659833333335,63.1
58.341778833333336,25.568657,63.1
58.341778,25.5686545,63.0
58.34177716666667,25.568651833333334,63.0
58.341776333333335,25.568649,63.0
58.3417755,25.5686465,63.0
58.3417745,25.568643666666667,63.0
58.34177366666667,25.568641,63.0
58.34177283333333,25.568638333333332,63.0
58.34177183333333,25.5686355,63.0
58.341771,25.568632666666666,63.0
58.34177,25.568629833333333,63.0
58.341769,25.568627166666666,63.0
58.341768,25.568624333333332,63.0
58.341767,25.5686215,63.0
58.341766,25.568618666666666,63.0
58.34176516666667,25.568616,63.0
58.341764166666664,25.568613166666665,63.0
58.34176316666667,25.568610333333332,63.0
58.34176216666667,25.568607666666665,63.0
58.34176133333333,25.568605,63.0
58.34176033333333,25.568602333333335,63.0
58.34175916666667,25.5685995,63.0
58.34175833333333,25.568596833333334,63.0
58.341757333333334,25.568594333333333,63.0
58.341756333333336,25.568591666666666,62.9
58.341755166666665,25.568588833333333,62.9
58.34175416666667,25.568586,62.9
58.34175316666666,25.568583166666667,62.9
58.341752,25.5685805,62.9
58.341750833333336,25.568577666666666,63.0
58.34174983333333,25.568574833333333,62.9
58.34174866666667,25.568571833333333,62.9
58.3417475,25.568568833333334,62.9
58.34174633333333,25.568566,62.9
58.341745333333336,25.568562833333335,62.9
58.34174433333333,25.5685595,62.9
58.34174316666667,25.568556333333333,62.9
58.341741999999996,25.568553166666668,62.9
58.34174083333333,25.568549666666666,62.9
58.34173966666667,25.5685465,62.9
58.3417385,25.568543333333334,62.9
58.34173716666667,25.568540166666665,62.9
58.341736,25.568536833333333,62.9
58.34173466666667,25.568533666666667,62.9
58.34173333333333,25.5685305,62.9
58.341732,25.568527333333332,62.9
58.34173066666666,25.568524,62.9
58.34172933333333,25.568521,62.9
58.34172783333333,25.568517833333335,62.9
58.341726333333334,25.56851483333333,62.9
58.34172483333333,25.568511666666666,62.9
58.34172316666667,25.568508833333333,62.9
58.341721666666665,25.568506,62.9
58.34172,25.568503,62.8
58.34171833333333,25.568500333333333,62.8
58.3417165,25.568497833333332,62.8
58.341714833333334,25.568495166666665,62.8
58.341713,25.568492666666668,62.8
58.34171116666667,25.568490333333333,62.8
58.34170916666667,25.568488,62.8
58.34170733333333,25.568485833333334,62.8
58.34170533333333,25.568483666666665,62.8
58.341703333333335,25.568481666666667,62.8
58.34170116666667,25.568479833333335,62.8
58.341699,25.568478166666665,62.8
58.34169683333333,25.568476666666665,62.8
58.34169466666667,25.568475166666666,62.8
58.3416925,25.568474,62.8
58.341690166666666,25.568472833333335,62.7
58.341688,25.568472,62.7
58.34168583333334,25.568471333333335,62.7
58.341683333333336,25.568470833333333,62.7
58.34168116666667,25.56847,62.7
58.341679,25.5684695,62.6
58.341676666666665,25.568469,62.6
