X,Y,Z
30.38,-142.28,-24.16
30.46,-142.08,-24.16
30.55,-141.87,-24.16
30.62,-141.65,-24.16
30.7,-141.45,-24.16
30.76,-141.22,-24.16
30.82,-141.02,-24.16
30.87,-140.8,-24.16
30.92,-140.57,-24.16
30.96,-140.37,-24.16
30.99,-140.15,-24.16
31.02,-139.92,-24.16
31.04,-139.7,-24.16
31.06,-139.48,-24.16
31.07,-139.26,-24.16
31.06,-139.03,-24.16
31.03,-138.81,-24.16
30.98,-138.59,-24.16
30.92,-138.38,-24.16
30.84,-138.2,-24.16
30.75,-138.01,-24.16
30.63,-137.85,-24.16
30.49,-137.68,-24.16
30.36,-137.53,-24.26
30.21,-137.38,-24.16
30.09,-137.2,-24.26
29.97,-137.03,-24.26
29.83,-136.86,-24.26
29.69,-136.69,-24.26
29.57,-136.53,-24.26
29.4,-136.38,-24.26
29.22,-136.27,-24.26
29.05,-136.14,-24.26
28.88,-135.99,-24.26
28.7,-135.88,-24.26
28.51,-135.75,-24.26
28.33,-135.64,-24.26
28.15,-135.49,-24.26
27.98,-135.34,-24.26
27.82,-135.19,-24.26
27.65,-135.04,-24.26
27.49,-134.87,-24.26
27.32,-134.73,-24.26
27.16,-134.58,-24.26
27.0,-134.41,-24.26
26.85,-134.24,-24.26
26.7,-134.08,-24.26
26.54,-133.91,-24.26
26.38,-133.74,-24.26
26.22,-133.58,-24.26
26.06,-133.43,-24.26
25.9,-133.26,-24.26
25.72,-133.11,-24.26
25.55,-132.94,-24.26
25.4,-132.78,-24.26
25.23,-132.63,-24.26
25.08,-132.46,-24.26
24.91,-132.29,-24.26
24.75,-132.13,-24.26
24.6,-131.96,-24.26
24.44,-131.79,-24.26
24.28,-131.63,-24.26
24.13,-131.46,-24.26
23.97,-131.29,-24.26
23.82,-131.13,-24.26
23.66,-130.96,-24.26
23.51,-130.77,-24.26
23.36,-130.61,-24.26
23.21,-130.44,-24.26
23.05,-130.27,-24.26
22.91,-130.09,-24.26
22.75,-129.9,-24.26
22.61,-129.73,-24.26
22.46,-129.55,-24.26
22.31,-129.38,-24.26
22.17,-129.19,-24.26
22.02,-129.01,-24.26
21.88,-128.82,-24.26
21.74,-128.66,-24.26
21.59,-128.47,-24.26
21.45,-128.28,-24.26
21.31,-128.1,-24.26
21.17,-127.91,-24.26
21.03,-127.73,-24.26
20.9,-127.54,-24.26
20.76,-127.36,-24.26
20.62,-127.17,-24.26
20.49,-126.99,-24.26
20.35,-126.8,-24.26
20.22,-126.61,-24.26
20.1,-126.41,-24.26
19.96,-126.22,-24.26
19.83,-126.04,-24.26
19.71,-125.85,-24.26
19.57,-125.65,-24.26
19.43,-125.48,-24.26
19.3,-125.3,-24.26
19.16,-125.11,-24.26
19.01,-124.94,-24.26
18.88,-124.76,-24.26
18.73,-124.57,-24.26
18.58,-124.4,-24.26
18.44,-124.22,-24.26
18.28,-124.05,-24.26
18.13,-123.89,-24.26
17.99,-123.7,-24.36
17.84,-123.51,-24.26
17.7,-123.35,-24.36
17.56,-123.16,-24.36
17.41,-122.98,-24.36
17.28,-122.81,-24.36
17.14,-122.62,-24.36
16.99,-122.44,-24.36
16.86,-122.25,-24.26
16.72,-122.07,-24.36
16.58,-121.88,-24.36
16.45,-121.69,-24.36
16.32,-121.51,-24.36
16.18,-121.3,-24.36
16.06,-121.12,-24.36
15.92,-120.93,-24.36
15.79,-120.75,-24.36
15.67,-120.54,-24.36
15.54,-120.36,-24.36
15.41,-120.17,-24.36
15.27,-119.97,-24.36
15.16,-119.78,-24.36
15.03,-119.58,-24.36
14.9,-119.39,-24.36
14.79,-119.19,-24.36
14.67,-118.98,-24.36
14.55,-118.8,-24.36
14.43,-118.59,-24.36
14.3,-118.41,-24.36
14.17,-118.2,-24.36
14.04,-118.02,-24.36
13.91,-117.83,-24.36
13.79,-117.63,-24.36
13.65,-117.44,-24.36
13.53,-117.24,-24.36
13.39,-117.05,-24.36
13.25,-116.87,-24.36
13.13,-116.68,-24.36
12.99,-116.5,-24.36
12.85,-116.31,-24.36
12.72,-116.11,-24.36
12.58,-115.92,-24.36
12.44,-115.74,-24.36
12.31,-115.55,-24.36
12.17,-115.36,-24.36
12.02,-115.2,-24.36
11.88,-115.01,-24.36
11.74,-114.83,-24.36
11.59,-114.64,-24.36
11.45,-114.45,-24.36
11.31,-114.29,-24.36
11.17,-114.1,-24.36
11.02,-113.92,-24.36
10.87,-113.75,-24.36
10.73,-113.56,-24.36
10.6,-113.38,-24.36
10.46,-113.19,-24.36
10.33,-113.01,-24.36
10.19,-112.82,-24.36
10.06,-112.64,-24.36
9.93,-112.43,-24.36
9.8,-112.25,-24.36
9.67,-112.04,-24.36
9.54,-111.86,-24.36
9.43,-111.65,-24.36
9.3,-111.47,-24.36
9.18,-111.26,-24.46
9.07,-111.06,-24.36
8.95,-110.85,-24.36
8.83,-110.67,-24.36
8.72,-110.48,-24.46
8.63,-110.3,-24.36
8.54,-110.13,-24.36
8.44,-109.96,-24.46
8.36,-109.81,-24.36
8.29,-109.68,-24.36
8.21,-109.54,-24.46
8.13,-109.41,-24.46
8.06,-109.28,-24.46
7.99,-109.16,-24.46
7.92,-109.05,-24.46
7.85,-108.92,-24.46
7.79,-108.81,-24.46
7.72,-108.7,-24.46
7.65,-108.61,-24.46
7.58,-108.5,-24.46
7.52,-108.38,-24.46
7.46,-108.29,-24.46
7.39,-108.2,-24.46
7.32,-108.09,-24.46
7.25,-107.98,-24.46
7.17,-107.86,-24.46
7.09,-107.73,-24.46
7.01,-107.62,-24.46
6.93,-107.49,-24.46
6.83,-107.38,-24.46
6.75,-107.25,-24.46
6.66,-107.12,-24.46
6.57,-106.99,-24.46
6.47,-106.86,-24.46
6.38,-106.73,-24.46
6.28,-106.62,-24.46
6.18,-106.49,-24.46
6.09,-106.34,-24.46
5.99,-106.23,-24.46
5.89,-106.1,-24.46
5.79,-105.97,-24.46
5.69,-105.84,-24.46
5.58,-105.73,-24.46
5.48,-105.6,-24.46
5.38,-105.47,-24.36
5.27,-105.34,-24.36
5.16,-105.23,-24.36
5.05,-105.1,-24.36
4.95,-104.99,-24.36
4.84,-104.86,-24.36
4.73,-104.73,-24.36
4.62,-104.62,-24.36
4.51,-104.49,-24.36
4.39,-104.37,-24.36
4.27,-104.24,-24.36
4.17,-104.11,-24.36
4.05,-104.0,-24.36
3.93,-103.89,-24.36
3.81,-103.76,-24.36
3.7,-103.65,-24.36
3.58,-103.54,-24.36
3.45,-103.41,-24.36
3.34,-103.3,-24.36
3.22,-103.19,-24.36
3.09,-103.06,-24.36
2.98,-102.94,-24.36
2.85,-102.83,-24.36
2.73,-102.72,-24.36
2.6,-102.61,-24.36
2.49,-102.5,-24.36
2.36,-102.39,-24.36
2.23,-102.28,-24.36
2.12,-102.18,-24.36
1.99,-102.07,-24.36
1.86,-101.96,-24.36
1.74,-101.87,-24.36
1.61,-101.76,-24.36
1.48,-101.65,-24.36
1.34,-101.55,-24.36
1.21,-101.46,-24.36
1.07,-101.39,-24.36
0.93,-101.29,-24.36
0.78,-101.22,-24.36
0.63,-101.16,-24.36
0.48,-101.11,-24.36
0.32,-101.03,-24.36
0.15,-101.0,-24.36
-0.0,-100.94,-24.36
-0.17,-100.9,-24.36
-0.33,-100.87,-24.36
-0.5,-100.85,-24.36
-0.67,-100.83,-24.36
-0.83,-100.81,-24.36
-1.0,-100.81,-24.36
-1.16,-100.81,-24.36
-1.33,-100.81,-24.36
-1.51,-100.83,-24.36
-1.67,-100.87,-24.46
-1.83,-100.9,-24.46
-1.99,-100.94,-24.46
-2.15,-101.0,-24.46
-2.31,-101.05,-24.46
-2.45,-101.13,-24.46
-2.61,-101.2,-24.46
-2.75,-101.27,-24.46
-2.9,-101.35,-24.46
-3.06,-101.42,-24.46
-3.21,-101.5,-24.46
-3.37,-101.55,-24.46
-3.53,-101.63,-24.46
-3.68,-101.7,-24.46
-3.84,-101.76,-24.46
-4.0,-101.83,-24.46
-4.16,-101.91,-24.46
-4.32,-101.96,-24.46
-4.47,-102.04,-24.46
-4.64,-102.11,-24.46
-4.79,-102.18,-24.46
-4.94,-102.28,-24.46
-5.09,-102.37,-24.56
-5.23,-102.46,-24.56
-5.38,-102.55,-24.56
-5.53,-102.65,-24.56
-5.68,-102.76,-24.56
-5.85,-102.87,-24.56
-6.02,-103.02,-24.56
-6.2,-103.15,-24.56
-6.39,-103.3,-24.56
-6.59,-103.43,-24.56
-6.8,-103.56,-24.56
-7.0,-103.69,-24.56
-7.22,-103.82,-24.56
-7.43,-103.93,-24.56
-7.64,-104.06,-24.56
-7.84,-104.19,-24.56
-8.06,-104.3,-24.56
-8.26,-104.43,-24.56
-8.47,-104.56,-24.56
-8.68,-104.67,-24.56
-8.89,-104.8,-24.66
-9.09,-104.91,-24.56
-9.28,-105.02,-24.66
-9.45,-105.12,-24.66
-9.62,-105.21,-24.66
-9.77,-105.3,-24.66
-9.93,-105.4,-24.66
-10.08,-105.47,-24.66
-10.22,-105.54,-24.66
-10.37,-105.62,-24.66
-10.51,-105.69,-24.66
-10.64,-105.77,-24.66
-10.77,-105.84,-24.66
-10.9,-105.9,-24.66
-11.17,-106.04,-24.66
-11.32,-106.12,-24.66
-11.47,-106.19,-24.66
-11.63,-106.27,-24.66
-11.8,-106.34,-24.66
-11.97,-106.45,-24.66
-12.15,-106.55,-24.66
-12.32,-106.66,-24.66
-12.51,-106.77,-24.66
-12.69,-106.88,-24.66
-12.88,-106.99,-24.66
-13.06,-107.12,-24.66
-13.25,-107.25,-24.66
-13.42,-107.38,-24.66
-13.61,-107.51,-24.66
-13.79,-107.64,-24.66
-13.97,-107.77,-24.66
-14.15,-107.92,-24.66
-14.32,-108.05,-24.66
-14.51,-108.2,-24.66
-14.68,-108.33,-24.66
-14.85,-108.48,-24.66
-15.03,-108.63,-24.66
-15.2,-108.77,-24.66
-15.38,-108.9,-24.66
-15.54,-109.05,-24.66
-15.74,-109.18,-24.66
-15.92,-109.31,-24.66
-16.11,-109.44,-24.66
-16.3,-109.57,-24.66
-16.49,-109.7,-24.66
-16.68,-109.81,-24.56
-16.88,-109.94,-24.66
-17.07,-110.05,-24.56
-17.28,-110.17,-24.56
-17.48,-110.28,-24.56
-17.68,-110.39,-24.56
-17.89,-110.5,-24.56
-18.1,-110.61,-24.56
-18.3,-110.7,-24.56
-18.51,-110.82,-24.56
-18.72,-110.91,-24.56
-18.93,-111.0,-24.56
-19.14,-111.09,-24.56
-19.36,-111.19,-24.56
-19.58,-111.28,-24.56
-19.8,-111.37,-24.56
-19.99,-111.48,-24.56
-20.19,-111.6,-24.56
-20.39,-111.71,-24.56
-20.59,-111.82,-24.56
-20.78,-111.95,-24.56
-20.98,-112.06,-24.56
-21.18,-112.17,-24.56
-21.39,-112.28,-24.56
-21.59,-112.39,-24.56
-21.8,-112.51,-24.56
-22.0,-112.62,-24.56
-22.21,-112.73,-24.56
-22.42,-112.84,-24.56
-22.63,-112.95,-24.56
-22.84,-113.04,-24.56
-23.05,-113.15,-24.56
-23.26,-113.27,-24.56
-23.48,-113.36,-24.56
-23.68,-113.45,-24.56
-23.91,-113.54,-24.56
-24.12,-113.62,-24.56
-24.35,-113.69,-24.56
-24.57,-113.77,-24.56
-24.81,-113.8,-24.56
-25.03,-113.84,-24.56
-25.27,-113.86,-24.56
-25.51,-113.84,-24.56
-25.73,-113.8,-24.56
-25.96,-113.77,-24.56
-26.18,-113.69,-24.56
-26.39,-113.58,-24.56
-26.6,-113.47,-24.56
-26.79,-113.32,-24.56
-26.94,-113.15,-24.56
-27.11,-112.99,-24.56
-27.24,-112.8,-24.56
-27.34,-112.6,-24.56
-27.48,-112.41,-24.56
-27.62,-112.23,-24.56
-27.75,-112.04,-24.56
-27.9,-111.86,-24.56
-28.04,-111.67,-24.56
-28.14,-111.47,-24.56
-28.26,-111.26,-24.56
-28.38,-111.06,-24.46
-28.49,-110.85,-24.46
-28.59,-110.63,-24.56
-28.7,-110.43,-24.46
-28.8,-110.2,-24.46
-28.9,-109.98,-24.46
-28.99,-109.78,-24.46
-29.09,-109.55,-24.46
-29.19,-109.33,-24.46
-29.29,-109.11,-24.46
-29.38,-108.9,-24.46
-29.47,-108.68,-24.46
-29.56,-108.46,-24.46
-29.66,-108.24,-24.46
-29.75,-108.01,-24.46
-29.83,-107.79,-24.46
-29.92,-107.57,-24.46
-30.01,-107.33,-24.46
-30.1,-107.1,-24.46
-30.17,-106.88,-24.46
-30.26,-106.66,-24.46
-30.34,-106.43,-24.46
-30.42,-106.21,-24.46
-30.5,-105.99,-24.46
-30.58,-105.75,-24.46
-30.65,-105.53,-24.36
-30.72,-105.3,-24.36
-30.81,-105.08,-24.36
-30.89,-104.86,-24.36
-30.98,-104.63,-24.36
-31.05,-104.41,-24.36
-31.14,-104.19,-24.36
-31.23,-103.97,-24.36
-31.31,-103.74,-24.36
-31.39,-103.52,-24.36
-31.48,-103.32,-24.36
-31.57,-103.09,-24.36
-31.66,-102.87,-24.36
-31.76,-102.65,-24.36
-31.84,-102.42,-24.36
-31.94,-102.22,-24.36
-32.03,-102.0,-24.36
-32.13,-101.78,-24.36
-32.22,-101.55,-24.26
-32.31,-101.35,-24.26
-32.41,-101.13,-24.26
-32.51,-100.9,-24.26
-32.61,-100.7,-24.26
-32.71,-100.48,-24.26
-32.8,-100.27,-24.26
-32.9,-100.07,-24.26
-33.0,-99.86,-24.26
-33.09,-99.66,-24.26
-33.2,-99.45,-24.16
-33.29,-99.25,-24.16
-33.4,-99.05,-24.16
-33.49,-98.84,-24.16
-33.59,-98.66,-24.16
-33.69,-98.45,-24.16
-33.8,-98.27,-24.16
-33.89,-98.06,-24.06
-33.99,-97.88,-24.06
-34.11,-97.67,-24.06
-34.22,-97.49,-24.06
-34.31,-97.3,-24.06
-34.42,-97.1,-24.06
-34.55,-96.93,-24.06
-34.66,-96.74,-23.96
-34.78,-96.58,-23.96
-34.9,-96.41,-23.96
-35.02,-96.24,-23.96
-35.15,-96.08,-23.96
-35.28,-95.93,-23.86
-35.41,-95.76,-23.86
-35.51,-95.59,-23.86
-35.62,-95.43,-23.86
-35.74,-95.26,-23.86
-35.85,-95.09,-23.76
-35.95,-94.92,-23.76
-36.05,-94.78,-23.76
-36.16,-94.61,-23.76
-36.26,-94.44,-23.76
-36.34,-94.28,-23.76
-36.43,-94.11,-23.66
-36.51,-93.96,-23.66
-36.59,-93.85,-23.66
-36.66,-93.74,-23.66
-36.71,-93.63,-23.66
-36.77,-93.53,-23.66
-36.82,-93.44,-23.56
-36.87,-93.35,-23.56
-36.92,-93.27,-23.56
-36.96,-93.2,-23.56
-37.01,-93.11,-23.56
-37.05,-93.03,-23.56
-37.11,-92.94,-23.56
-37.15,-92.86,-23.46
-37.2,-92.75,-23.46
-37.26,-92.66,-23.46
-37.32,-92.57,-23.46
-37.37,-92.46,-23.46
-37.44,-92.34,-23.46
-37.51,-92.25,-23.46
-37.58,-92.16,-23.46
-37.66,-92.07,-23.46
-37.74,-91.94,-23.46
-37.81,-91.82,-23.36
-37.89,-91.73,-23.36
-37.96,-91.62,-23.36
-38.05,-91.51,-23.36
-38.14,-91.4,-23.36
-38.21,-91.3,-23.26
-38.29,-91.21,-23.26
-38.38,-91.1,-23.26
-38.45,-91.03,-23.26
-38.52,-90.93,-23.26
-38.6,-90.84,-23.26
-38.67,-90.77,-23.26
-38.74,-90.69,-23.26
-38.8,-90.62,-23.26
-38.86,-90.54,-23.26
-38.92,-90.49,-23.26
-38.98,-90.45,-23.26
-39.02,-90.4,-23.26
-39.06,-90.38,-23.26
-39.1,-90.36,-23.26
-39.12,-90.32,-23.26
-39.15,-90.3,-23.26
-39.17,-90.28,-23.26
-39.19,-90.27,-23.26
-39.21,-90.25,-23.26
-39.22,-90.25,-23.26
-39.24,-90.21,-23.26
-39.25,-90.19,-23.26
-39.26,-90.19,-23.26
-39.26,-90.17,-23.16
-39.27,-90.17,-23.16
-39.27,-90.17,-23.16
-39.28,-90.17,-23.16
-39.28,-90.17,-23.16
-39.29,-90.15,-23.16
-39.29,-90.15,-23.16
-39.29,-90.15,-23.16
-39.29,-90.15,-23.16
-39.3,-90.15,-23.16
-39.3,-90.15,-23.16
-39.3,-90.15,-23.16
-39.3,-90.14,-23.06
-39.31,-90.15,-23.06
-39.31,-90.15,-23.06
-39.31,-90.15,-23.06
-39.31,-90.15,-23.06
-39.32,-90.15,-23.06
-39.32,-90.15,-23.06
-39.32,-90.15,-23.06
-39.33,-90.15,-23.06
-39.33,-90.14,-23.06
-39.33,-90.15,-23.06
-39.33,-90.15,-23.06
-39.34,-90.14,-23.06
-39.34,-90.15,-23.06
-39.34,-90.15,-23.06
-39.35,-90.14,-23.06
-39.35,-90.14,-23.06
-39.35,-90.15,-23.06
-39.35,-90.14,-23.06
-39.36,-90.15,-23.06
-39.36,-90.14,-22.96
-39.37,-90.12,-22.96
-39.37,-90.12,-22.96
-39.38,-90.12,-22.96
-39.38,-90.1,-22.96
-39.39,-90.1,-22.96
-39.39,-90.1,-22.96
-39.38,-90.08,-22.96
-39.38,-90.08,-22.96
-39.39,-90.08,-22.96
-39.38,-90.08,-22.96
-39.39,-90.08,-22.96
-39.39,-90.08,-22.96
-39.39,-90.08,-22.96
-39.4,-90.06,-22.96
-39.4,-90.06,-22.86
-39.41,-90.06,-22.86
-39.41,-90.06,-22.86
-39.41,-90.06,-22.86
-39.41,-90.04,-22.86
-39.42,-90.04,-22.86
-39.42,-90.04,-22.86
-39.42,-90.04,-22.86
-39.43,-90.02,-22.86
-39.43,-90.02,-22.86
-39.43,-90.02,-22.86
-39.43,-90.02,-22.86
-39.43,-90.04,-22.86
